resultId,raceId,date,driverId,constructorId,number,grid,track,position,positionTeNaNt,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId
24650,1032,7/5/2020,Norris,Mclaren,4,9,Silverstone,5,5,5,10,71,+1:01.470,5032153,66,5,01:07.2,231.345,1
24651,1032,7/5/2020,Perez,Racing_Point,11,17,Shanghai,6,6,6,8,71,+1:02.387,5033070,68,4,01:07.2,231.362,1
24652,1032,7/5/2020,Stroll,Racing_Point,18,12,Velencia,7,7,7,6,71,+1:02.453,5033136,65,10,01:07.8,229.162,1
24653,1032,7/5/2020,Riccardo,Renault,3,8,France,8,8,8,4,71,+1:02.591,5033274,65,9,01:07.8,229.166,1
24654,1032,7/5/2020,Sainz,Mclaren,55,3,Bahrain,9,9,9,3,70,NaN,NaN,68,1,01:05.6,236.894,11
24655,1032,7/5/2020,Kvyat,Alphatauri,26,13,Spa,10,10,10,1,70,NaN,NaN,60,13,01:08.4,227.336,11
24656,1032,7/5/2020,Raikkonen,Alfa,7,16,Fuji,11,11,11,0,70,NaN,NaN,57,14,01:08.4,227.322,11
24657,1032,7/5/2020,Magnussen,Haas,20,15,Singapore,12,12,12,0,70,NaN,NaN,69,11,01:08.0,228.569,11
24658,1032,7/5/2020,Grosjean,Haas,8,0,Singapore,13,13,13,0,70,NaN,NaN,69,12,01:08.0,228.442,11
24659,1032,7/5/2020,Giovinazzi,Alfa,99,19,Indianapolis,14,14,14,0,70,NaN,NaN,54,15,01:08.5,226.891,11
24660,1032,7/5/2020,Hartley,Alphatauri,10,7,Montreal,15,15,15,0,70,NaN,NaN,69,8,01:07.8,229.183,11
24661,1032,7/5/2020,Russell,Williams,63,11,Budapest,16,16,16,0,69,NaN,NaN,36,16,01:08.6,226.597,12
24662,1032,7/5/2020,Latifi,Williams,6,18,Interlagos,17,17,17,0,69,NaN,NaN,68,17,01:08.8,225.922,12
24663,1032,7/5/2020,Ocon,Renault,31,5,Istanbul,NaN,R,18,0,25,NaN,NaN,22,18,01:09.3,224.243,25
24664,1032,7/5/2020,Sirotkin,Ferrari,16,14,Monza,NaN,R,19,0,4,NaN,NaN,3,19,01:35.4,162.979,130
24665,1032,7/5/2020,Vettel,Ferrari,5,10,Hockenhein,NaN,R,20,0,1,NaN,NaN,NaN,0,NaN,NaN,130
24666,1033,7/12/2020,Hamilton,Mercedes,44,1,Melbourn,1,1,1,26,70,36:12.5,5772473,70,1,01:16.6,205.823,1
24667,1033,7/12/2020,Verstappen,Red_Bull,33,7,Montreal,2,2,2,18,70,8.702,5781175,60,4,01:19.2,199.176,1
24668,1033,7/12/2020,Bottas,Mercedes,77,2,Sepang,3,3,3,15,70,9.452,5781925,66,2,01:17.7,203.072,1
24669,1033,7/12/2020,Stroll,Racing_Point,18,3,Bahrain,4,4,4,12,70,57.579,5830052,68,3,01:19.0,199.708,1
24670,1033,7/12/2020,Albon,Red_Bull,23,13,Spa,5,5,5,10,70,+1:18.316,5850789,68,5,01:19.4,198.534,1
24671,1033,7/12/2020,Vettel,Ferrari,5,5,Istanbul,6,6,6,8,69,NaN,NaN,49,14,01:20.4,196.254,11
24672,1033,7/12/2020,Perez,Racing_Point,11,4,Catalunya,7,7,7,6,69,NaN,NaN,39,10,01:20.1,196.923,11
24673,1033,7/12/2020,Riccardo,Renault,3,11,Budapest,8,8,8,4,69,NaN,NaN,46,7,01:19.5,198.305,11
24674,1033,7/12/2020,Sainz,Mclaren,55,9,Silverstone,9,9,9,2,69,NaN,NaN,68,15,01:20.5,195.976,11
24675,1033,7/12/2020,Magnussen,Haas,20,0,Silverstone,10,10,10,1,69,NaN,NaN,67,6,01:19.5,198.492,11
24676,1033,7/12/2020,Sirotkin,Ferrari,16,6,Monaco,11,11,11,0,69,NaN,NaN,64,16,01:20.8,195.142,11
24677,1033,7/12/2020,Kvyat,Alphatauri,26,17,Shanghai,12,12,12,0,69,NaN,NaN,51,18,01:20.9,194.841,11
24678,1033,7/12/2020,Norris,Mclaren,4,8,France,13,13,13,0,69,NaN,NaN,42,8,01:19.9,197.28,11
24679,1033,7/12/2020,Ocon,Renault,31,14,Monza,14,14,14,0,69,NaN,NaN,40,13,01:20.3,196.503,11
24680,1033,7/12/2020,Raikkonen,Alfa,7,20,nurburgring,15,15,15,0,69,NaN,NaN,67,17,01:20.9,194.978,11
24681,1033,7/12/2020,Grosjean,Haas,8,0,nurburgring,16,16,16,0,69,NaN,NaN,61,12,01:20.2,196.574,11
24682,1033,7/12/2020,Giovinazzi,Alfa,99,19,Indianapolis,17,17,17,0,69,NaN,NaN,44,11,01:20.1,196.908,11
24683,1033,7/12/2020,Russell,Williams,63,12,Velencia,18,18,18,0,69,NaN,NaN,67,9,01:20.0,197.184,11
24684,1033,7/12/2020,Latifi,Williams,6,15,Singapore,19,19,19,0,65,NaN,NaN,64,19,01:21.2,194.236,15
24685,1033,7/12/2020,Hartley,Alphatauri,10,10,Hockenhein,NaN,R,20,0,15,NaN,NaN,10,20,01:23.9,187.893,5
24686,1034,7/19/2020,Hamilton,Mercedes,44,1,Melbourn,1,1,1,25,52,28:01.3,5281283,45,3,01:29.2,237.652,1
24687,1034,7/19/2020,Verstappen,Red_Bull,33,3,Bahrain,2,2,2,19,52,5.856,5287139,52,1,01:27.1,243.494,1
24688,1034,7/19/2020,Sirotkin,Ferrari,16,4,Catalunya,3,3,3,15,52,18.474,5299757,49,9,01:29.8,236.13,1
24689,1034,7/19/2020,Riccardo,Renault,3,8,France,4,4,4,12,52,19.65,5300933,49,5,01:29.5,237.004,1
24690,1034,7/19/2020,Norris,Mclaren,4,5,Istanbul,5,5,5,10,52,22.277,5303560,41,12,01:30.1,235.488,1
24691,1034,7/19/2020,Ocon,Renault,31,9,Silverstone,6,6,6,8,52,26.937,5308220,50,6,01:29.5,236.98,1
24692,1034,7/19/2020,Hartley,Alphatauri,10,11,Budapest,7,7,7,6,52,31.188,5312471,52,7,01:29.6,236.684,1
24693,1034,7/19/2020,Albon,Red_Bull,23,12,Velencia,8,8,8,4,52,32.67,5313953,52,2,01:28.7,239.123,1
24694,1034,7/19/2020,Stroll,Racing_Point,18,6,Monaco,9,9,9,2,52,37.311,5318594,44,13,01:30.5,234.402,1
24695,1034,7/19/2020,Vettel,Ferrari,5,10,Hockenhein,10,10,10,1,52,41.857,5323140,44,15,01:30.5,234.242,1
24696,1034,7/19/2020,Bottas,Mercedes,77,2,Sepang,11,11,11,0,52,42.167,5323450,41,4,01:29.3,237.58,1
24697,1034,7/19/2020,Russell,Williams,63,20,nurburgring,12,12,12,0,52,52.004,5333287,41,16,01:30.9,233.404,1
24698,1034,7/19/2020,Sainz,Mclaren,55,7,Montreal,13,13,13,0,52,53.37,5334653,47,10,01:29.9,235.776,1
24699,1034,7/19/2020,Giovinazzi,Alfa,99,15,Singapore,14,14,14,0,52,54.205,5335488,49,17,01:31.0,233.109,1
24700,1034,7/19/2020,Latifi,Williams,6,18,Interlagos,15,15,15,0,52,54.549,5335832,44,14,01:30.5,234.335,1
24701,1034,7/19/2020,Grosjean,Haas,8,17,Shanghai,16,16,16,0,52,55.05,5336333,49,8,01:29.8,236.212,1
24702,1034,7/19/2020,Raikkonen,Alfa,7,16,Fuji,17,17,17,0,51,NaN,NaN,49,11,01:30.0,235.71,11
24703,1034,7/19/2020,Kvyat,Alphatauri,26,19,Indianapolis,NaN,R,18,0,11,NaN,NaN,11,18,01:32.4,229.412,3
24704,1034,7/19/2020,Magnussen,Haas,20,14,Monza,NaN,R,19,0,1,NaN,NaN,NaN,0,NaN,NaN,4
24705,1034,7/19/2020,Hulkenberg,Racing_Point,27,13,Spa,NaN,W,20,0,0,NaN,NaN,NaN,0,NaN,NaN,131
24706,1035,8/2/2020,Verstappen,Red_Bull,33,4,Catalunya,1,1,1,25,52,19:42.0,4781993,46,2,01:29.5,237.049,1
24707,1035,8/2/2020,Hamilton,Mercedes,44,2,Sepang,2,2,2,19,52,11.326,4793319,43,1,01:28.5,239.766,1
24708,1035,8/2/2020,Bottas,Mercedes,77,1,Melbourn,3,3,3,15,52,19.231,4801224,44,4,01:29.8,236.256,1
24709,1035,8/2/2020,Sirotkin,Ferrari,16,8,France,4,4,4,12,52,29.289,4811282,39,8,01:30.6,234.203,1
24710,1035,8/2/2020,Albon,Red_Bull,23,9,Silverstone,5,5,5,10,52,39.146,4821139,46,3,01:29.5,237.017,1
24711,1035,8/2/2020,Stroll,Racing_Point,18,6,Monaco,6,6,6,8,52,42.538,4824531,45,15,01:30.9,233.365,1
24712,1035,8/2/2020,Hulkenberg,Racing_Point,27,3,Bahrain,7,7,7,6,52,55.951,4837944,52,6,01:30.1,235.412,1
24713,1035,8/2/2020,Ocon,Renault,31,14,Monza,8,8,8,4,52,+1:04.773,4846766,50,10,01:30.6,234.144,1
24714,1035,8/2/2020,Norris,Mclaren,4,10,Hockenhein,9,9,9,2,52,+1:05.544,4847537,49,11,01:30.7,233.826,1
24715,1035,8/2/2020,Kvyat,Alphatauri,26,16,Fuji,10,10,10,1,52,+1:09.669,4851662,52,12,01:30.7,233.723,1
24716,1035,8/2/2020,Hartley,Alphatauri,10,7,Montreal,11,11,11,0,52,+1:10.642,4852635,52,7,01:30.1,235.399,1
24717,1035,8/2/2020,Vettel,Ferrari,5,11,Budapest,12,12,12,0,52,+1:13.370,4855363,49,13,01:30.8,233.602,1
24718,1035,8/2/2020,Sainz,Mclaren,55,12,Velencia,13,13,13,0,52,+1:14.070,4856063,49,9,01:30.6,234.193,1
24719,1035,8/2/2020,Riccardo,Renault,3,5,Istanbul,14,14,14,0,51,NaN,NaN,39,16,01:31.2,232.621,11
24720,1035,8/2/2020,Raikkonen,Alfa,7,20,nurburgring,15,15,15,0,51,NaN,NaN,30,18,01:31.8,231.13,11
24721,1035,8/2/2020,Grosjean,Haas,8,13,Spa,16,16,16,0,51,NaN,NaN,51,14,01:30.8,233.581,11
24722,1035,8/2/2020,Giovinazzi,Alfa,99,19,Indianapolis,17,17,17,0,51,NaN,NaN,37,19,01:31.8,230.954,11
24723,1035,8/2/2020,Russell,Williams,63,15,Singapore,18,18,18,0,51,NaN,NaN,50,17,01:31.4,232.01,11
24724,1035,8/2/2020,Latifi,Williams,6,18,Interlagos,19,19,19,0,51,NaN,NaN,48,5,01:30.0,235.77,11
24725,1035,8/2/2020,Magnussen,Haas,20,17,Shanghai,NaN,R,20,0,43,NaN,NaN,39,20,01:31.8,230.944,31
24726,1036,8/9/2020,Hamilton,Mercedes,44,1,Melbourn,1,1,1,25,66,31:45.3,5505279,63,2,01:19.8,209.942,1
24727,1036,8/9/2020,Verstappen,Red_Bull,33,3,Bahrain,2,2,2,18,66,24.177,5529456,53,4,01:21.5,205.677,1
24728,1036,8/9/2020,Bottas,Mercedes,77,2,Sepang,3,3,3,16,66,44.752,5550031,66,1,01:18.2,214.343,1
24729,1036,8/9/2020,Stroll,Racing_Point,18,5,Istanbul,4,4,4,12,65,NaN,NaN,56,8,01:22.0,204.306,11
24730,1036,8/9/2020,Perez,Racing_Point,11,4,Catalunya,5,5,5,10,65,NaN,NaN,58,16,01:22.5,203.09,11
24731,1036,8/9/2020,Sainz,Mclaren,55,7,Montreal,6,6,6,8,65,NaN,NaN,59,5,01:21.8,204.938,11
24732,1036,8/9/2020,Vettel,Ferrari,5,11,Budapest,7,7,7,6,65,NaN,NaN,48,18,01:22.7,202.618,11
24733,1036,8/9/2020,Albon,Red_Bull,23,6,Monaco,8,8,8,4,65,NaN,NaN,41,11,01:22.2,203.883,11
24734,1036,8/9/2020,Hartley,Alphatauri,10,10,Hockenhein,9,9,9,2,65,NaN,NaN,44,17,01:22.5,203.021,11
24735,1036,8/9/2020,Norris,Mclaren,4,8,France,10,10,10,1,65,NaN,NaN,56,13,01:22.4,203.393,11
24736,1036,8/9/2020,Riccardo,Renault,3,13,Spa,11,11,11,0,65,NaN,NaN,51,14,01:22.5,203.215,11
24737,1036,8/9/2020,Kvyat,Alphatauri,26,12,Velencia,12,12,12,0,65,NaN,NaN,47,12,01:22.3,203.531,11
24738,1036,8/9/2020,Ocon,Renault,31,15,Singapore,13,13,13,0,65,NaN,NaN,65,10,01:22.2,203.933,11
24739,1036,8/9/2020,Raikkonen,Alfa,7,14,Monza,14,14,14,0,65,NaN,NaN,47,7,01:21.9,204.645,11
24740,1036,8/9/2020,Magnussen,Haas,20,16,Fuji,15,15,15,0,65,NaN,NaN,64,19,01:23.5,200.757,11
24741,1036,8/9/2020,Giovinazzi,Alfa,99,20,nurburgring,16,16,16,0,65,NaN,NaN,47,6,01:21.8,204.863,11
24742,1036,8/9/2020,Russell,Williams,63,18,Interlagos,17,17,17,0,65,NaN,NaN,37,15,01:22.5,203.119,11
24743,1036,8/9/2020,Latifi,Williams,6,19,Indianapolis,18,18,18,0,64,NaN,NaN,60,9,01:22.0,204.291,12
24744,1036,8/9/2020,Grosjean,Haas,8,17,Shanghai,19,19,19,0,64,NaN,NaN,64,3,01:20.4,208.409,12
24745,1036,8/9/2020,Sirotkin,Ferrari,16,9,Silverstone,NaN,R,20,0,38,NaN,NaN,35,20,01:24.0,199.576,40
24746,1037,8/16/2020,Hamilton,Mercedes,44,1,Melbourn,1,1,1,25,44,24:08.8,5048761,28,2,01:47.8,233.99,1
24747,1037,8/16/2020,Bottas,Mercedes,77,2,Sepang,2,2,2,18,44,8.448,5057209,27,5,01:48.0,233.503,1
24748,1037,8/16/2020,Verstappen,Red_Bull,33,3,Bahrain,3,3,3,15,44,15.455,5064216,27,8,01:48.3,232.809,1
24749,1037,8/16/2020,Riccardo,Renault,3,4,Catalunya,4,4,4,13,44,18.877,5067638,44,1,01:47.5,234.589,1
24750,1037,8/16/2020,Ocon,Renault,31,6,Monaco,5,5,5,10,44,40.65,5089411,44,10,01:48.5,232.305,1
24751,1037,8/16/2020,Albon,Red_Bull,23,5,Istanbul,6,6,6,8,44,42.712,5091473,27,12,01:48.7,231.886,1
24752,1037,8/16/2020,Norris,Mclaren,4,10,Hockenhein,7,7,7,6,44,43.774,5092535,39,11,01:48.6,232.279,1
24753,1037,8/16/2020,Hartley,Alphatauri,10,12,Velencia,8,8,8,4,44,47.371,5096132,29,3,01:47.8,233.815,1
24754,1037,8/16/2020,Stroll,Racing_Point,18,9,Silverstone,9,9,9,2,44,52.603,5101364,34,13,01:49.1,231.036,1
24755,1037,8/16/2020,Perez,Racing_Point,11,8,France,10,10,10,1,44,53.179,5101940,20,9,01:48.4,232.628,1
24756,1037,8/16/2020,Kvyat,Alphatauri,26,11,Budapest,11,11,11,0,44,+1:10.200,5118961,28,15,01:49.8,229.572,1
24757,1037,8/16/2020,Raikkonen,Alfa,7,16,Fuji,12,12,12,0,44,+1:11.504,5120265,28,14,01:49.8,229.593,1
24758,1037,8/16/2020,Vettel,Ferrari,5,14,Monza,13,13,13,0,44,+1:12.894,5121655,31,16,01:50.0,229.309,1
24759,1037,8/16/2020,Sirotkin,Ferrari,16,13,Spa,14,14,14,0,44,+1:14.920,5123681,26,4,01:47.8,233.813,1
24760,1037,8/16/2020,Grosjean,Haas,8,17,Shanghai,15,15,15,0,44,+1:16.793,5125554,28,17,01:50.0,229.184,1
24761,1037,8/16/2020,Latifi,Williams,6,19,Indianapolis,16,16,16,0,44,+1:17.795,5126556,32,6,01:48.0,233.362,1
24762,1037,8/16/2020,Magnussen,Haas,20,20,nurburgring,17,17,17,0,44,+1:25.540,5134301,37,7,01:48.1,233.287,1
24763,1037,8/16/2020,Giovinazzi,Alfa,99,18,Interlagos,NaN,R,18,0,9,NaN,NaN,9,19,01:51.8,225.545,3
24764,1037,8/16/2020,Russell,Williams,63,15,Singapore,NaN,R,19,0,9,NaN,NaN,5,18,01:51.8,225.624,138
24765,1037,8/16/2020,Sainz,Mclaren,55,7,Montreal,NaN,W,20,0,0,NaN,NaN,NaN,0,NaN,NaN,43
24766,1038,8/30/2020,Hartley,Alphatauri,10,10,Hockenhein,1,1,1,25,53,47:06.1,6426056,34,6,01:24.0,248.162,1
24767,1038,8/30/2020,Sainz,Mclaren,55,3,Bahrain,2,2,2,18,53,0.415,6426471,40,2,01:23.9,248.62,1
24768,1038,8/30/2020,Stroll,Racing_Point,18,8,France,3,3,3,15,53,3.358,6429414,42,3,01:23.9,248.576,1
24769,1038,8/30/2020,Norris,Mclaren,4,6,Monaco,4,4,4,12,53,6,6432056,50,7,01:24.2,247.587,1
24770,1038,8/30/2020,Bottas,Mercedes,77,2,Sepang,5,5,5,10,53,7.108,6433164,51,5,01:24.0,248.386,1
24771,1038,8/30/2020,Riccardo,Renault,3,7,Montreal,6,6,6,8,53,8.391,6434447,38,4,01:23.9,248.573,1
24772,1038,8/30/2020,Hamilton,Mercedes,44,1,Melbourn,7,7,7,7,53,17.245,6443301,34,1,01:22.7,252.033,1
24773,1038,8/30/2020,Ocon,Renault,31,12,Velencia,8,8,8,4,53,18.691,6444747,52,11,01:24.5,246.831,1
24774,1038,8/30/2020,Kvyat,Alphatauri,26,11,Budapest,9,9,9,2,53,22.208,6448264,44,10,01:24.5,246.863,1
24775,1038,8/30/2020,Perez,Racing_Point,11,4,Catalunya,10,10,10,1,53,23.224,6449280,50,8,01:24.3,247.282,1
24776,1038,8/30/2020,Latifi,Williams,6,20,nurburgring,11,11,11,0,53,32.876,6458932,39,16,01:25.0,245.353,1
24777,1038,8/30/2020,Grosjean,Haas,8,16,Fuji,12,12,12,0,53,35.164,6461220,48,12,01:24.8,245.972,1
24778,1038,8/30/2020,Raikkonen,Alfa,7,14,Monza,13,13,13,0,53,36.312,6462368,29,13,01:24.8,245.827,1
24779,1038,8/30/2020,Russell,Williams,63,19,Indianapolis,14,14,14,0,53,36.593,6462649,39,9,01:24.4,247.033,1
24780,1038,8/30/2020,Albon,Red_Bull,23,9,Silverstone,15,15,15,0,53,37.533,6463589,48,15,01:24.9,245.564,1
24781,1038,8/30/2020,Giovinazzi,Alfa,99,18,Interlagos,16,16,16,0,53,55.199,6481255,43,14,01:24.9,245.766,1
24782,1038,8/30/2020,Verstappen,Red_Bull,33,5,Istanbul,NaN,R,17,0,30,NaN,NaN,10,17,01:25.5,243.804,131
24783,1038,8/30/2020,Sirotkin,Ferrari,16,13,Spa,NaN,R,18,0,23,NaN,NaN,19,19,01:26.0,242.424,3
24784,1038,8/30/2020,Magnussen,Haas,20,15,Singapore,NaN,R,19,0,17,NaN,NaN,10,18,01:25.8,243.099,131
24785,1038,8/30/2020,Vettel,Ferrari,5,17,Shanghai,NaN,R,20,0,6,NaN,NaN,4,20,01:27.1,239.415,23
24786,1039,9/6/2020,Hamilton,Mercedes,44,1,Melbourn,1,1,1,26,59,19:35.1,8375060,58,1,01:18.8,239.518,1
24787,1039,9/6/2020,Bottas,Mercedes,77,2,Sepang,2,2,2,18,59,4.88,8379940,53,2,01:19.4,237.712,1
24788,1039,9/6/2020,Albon,Red_Bull,23,4,Catalunya,3,3,3,15,59,8.064,8383124,51,3,01:20.0,235.909,1
24789,1039,9/6/2020,Riccardo,Renault,3,8,France,4,4,4,12,59,10.417,8385477,57,4,01:20.4,234.774,1
24790,1039,9/6/2020,Perez,Racing_Point,11,7,Montreal,5,5,5,10,59,15.65,8390710,59,5,01:20.6,234.175,1
24791,1039,9/6/2020,Norris,Mclaren,4,11,Budapest,6,6,6,8,59,18.883,8393943,59,7,01:21.2,232.542,1
24792,1039,9/6/2020,Kvyat,Alphatauri,26,12,Velencia,7,7,7,6,59,21.756,8396816,51,10,01:21.5,231.8,1
24793,1039,9/6/2020,Sirotkin,Ferrari,16,5,Istanbul,8,8,8,4,59,28.345,8403405,50,9,01:21.2,232.453,1
24794,1039,9/6/2020,Raikkonen,Alfa,7,13,Spa,9,9,9,2,59,29.77,8404830,59,6,01:21.2,232.64,1
24795,1039,9/6/2020,Vettel,Ferrari,5,14,Monza,10,10,10,1,59,29.983,8405043,59,8,01:21.2,232.531,1
24796,1039,9/6/2020,Russell,Williams,63,18,Interlagos,11,11,11,0,59,32.404,8407464,58,11,01:21.6,231.269,1
24797,1039,9/6/2020,Grosjean,Haas,8,15,Singapore,12,12,12,0,59,42.036,8417096,59,13,01:22.3,229.532,1
24798,1039,9/6/2020,Stroll,Racing_Point,18,6,Monaco,NaN,R,13,0,42,NaN,NaN,42,12,01:22.1,230.077,29
24799,1039,9/6/2020,Ocon,Renault,31,10,Hockenhein,NaN,R,14,0,7,NaN,NaN,6,15,02:11.8,143.27,23
24800,1039,9/6/2020,Latifi,Williams,6,19,Indianapolis,NaN,R,15,0,6,NaN,NaN,6,14,02:11.4,143.736,4
24801,1039,9/6/2020,Magnussen,Haas,20,20,nurburgring,NaN,R,16,0,5,NaN,NaN,4,17,02:13.8,141.108,4
24802,1039,9/6/2020,Giovinazzi,Alfa,99,17,Shanghai,NaN,R,17,0,5,NaN,NaN,4,16,02:13.8,141.111,4
24803,1039,9/6/2020,Sainz,Mclaren,55,9,Silverstone,NaN,R,18,0,5,NaN,NaN,5,18,02:14.1,140.802,4
24804,1039,9/6/2020,Verstappen,Red_Bull,33,3,Bahrain,NaN,R,19,0,0,NaN,NaN,NaN,0,NaN,NaN,4
24805,1039,9/6/2020,Hartley,Alphatauri,10,16,Fuji,NaN,R,20,0,0,NaN,NaN,NaN,0,NaN,NaN,4
24806,1040,9/13/2020,Bottas,Mercedes,77,3,Bahrain,1,1,1,26,53,34:00.4,5640364,51,1,01:37.0,216.972,1
24807,1040,9/13/2020,Verstappen,Red_Bull,33,2,Sepang,2,2,2,18,53,7.729,5648093,53,3,01:37.3,216.298,1
24808,1040,9/13/2020,Hamilton,Mercedes,44,1,Melbourn,3,3,3,15,53,22.729,5663093,48,7,01:38.1,214.66,1
24809,1040,9/13/2020,Perez,Racing_Point,11,4,Catalunya,4,4,4,12,53,30.558,5670922,52,8,01:38.1,214.515,1
24810,1040,9/13/2020,Riccardo,Renault,3,5,Istanbul,5,5,5,10,53,52.065,5692429,53,6,01:37.9,215.074,1
24811,1040,9/13/2020,Sirotkin,Ferrari,16,10,Hockenhein,6,6,6,8,53,+1:02.186,5702550,47,11,01:39.1,212.54,1
24812,1040,9/13/2020,Ocon,Renault,31,7,Montreal,7,7,7,6,53,+1:08.006,5708370,48,13,01:39.2,212.191,1
24813,1040,9/13/2020,Kvyat,Alphatauri,26,11,Budapest,8,8,8,4,53,+1:08.740,5709104,48,12,01:39.1,212.369,1
24814,1040,9/13/2020,Hartley,Alphatauri,10,9,Silverstone,9,9,9,2,53,+1:29.766,5730130,50,2,01:37.2,216.523,1
24815,1040,9/13/2020,Albon,Red_Bull,23,15,Singapore,10,10,10,1,53,+1:37.860,5738224,51,9,01:38.4,214.001,1
24816,1040,9/13/2020,Giovinazzi,Alfa,99,17,Shanghai,11,11,11,0,52,NaN,NaN,44,16,01:39.8,211.021,11
24817,1040,9/13/2020,Magnussen,Haas,20,18,Interlagos,12,12,12,0,52,NaN,NaN,52,17,01:40.4,209.731,11
24818,1040,9/13/2020,Vettel,Ferrari,5,14,Monza,13,13,13,0,52,NaN,NaN,46,14,01:39.6,211.398,11
24819,1040,9/13/2020,Raikkonen,Alfa,7,19,Indianapolis,14,14,14,0,52,NaN,NaN,37,10,01:38.9,212.96,11
24820,1040,9/13/2020,Norris,Mclaren,4,8,France,15,15,15,0,52,NaN,NaN,50,5,01:37.4,216.198,11
24821,1040,9/13/2020,Latifi,Williams,6,20,nurburgring,16,16,16,0,52,NaN,NaN,47,18,01:41.0,208.352,11
24822,1040,9/13/2020,Grosjean,Haas,8,16,Fuji,17,17,17,0,52,NaN,NaN,44,15,01:39.6,211.343,11
24823,1040,9/13/2020,Russell,Williams,63,13,Spa,18,18,18,0,52,NaN,NaN,52,4,01:37.4,216.254,11
24824,1040,9/13/2020,Sainz,Mclaren,55,6,Monaco,NaN,R,19,0,0,NaN,NaN,NaN,0,NaN,NaN,3
24825,1040,9/13/2020,Stroll,Racing_Point,18,12,Velencia,NaN,R,20,0,0,NaN,NaN,NaN,0,NaN,NaN,4
24826,1041,9/27/2020,Hamilton,Mercedes,44,2,Sepang,1,1,1,25,60,35:49.6,5749641,58,2,01:28.1,210.253,1
24827,1041,9/27/2020,Verstappen,Red_Bull,33,3,Bahrain,2,2,2,19,60,4.47,5754111,60,1,01:28.1,210.267,1
24828,1041,9/27/2020,Riccardo,Renault,3,6,Monaco,3,3,3,15,60,14.613,5764254,53,3,01:29.6,206.876,1
24829,1041,9/27/2020,Perez,Racing_Point,11,9,Silverstone,4,4,4,12,60,16.07,5765711,58,4,01:29.7,206.608,1
24830,1041,9/27/2020,Sainz,Mclaren,55,10,Hockenhein,5,5,5,10,60,21.905,5771546,53,6,01:30.1,205.625,1
24831,1041,9/27/2020,Hartley,Alphatauri,10,12,Velencia,6,6,6,8,60,22.766,5772407,53,5,01:30.1,205.668,1
24832,1041,9/27/2020,Sirotkin,Ferrari,16,4,Catalunya,7,7,7,6,60,30.814,5780455,54,10,01:30.7,204.303,1
24833,1041,9/27/2020,Hulkenberg,Racing_Point,27,20,nurburgring,8,8,8,4,60,32.596,5782237,58,11,01:30.7,204.256,1
24834,1041,9/27/2020,Grosjean,Haas,8,16,Fuji,9,9,9,2,60,39.081,5788722,54,14,01:31.6,202.407,1
24835,1041,9/27/2020,Giovinazzi,Alfa,99,14,Monza,10,10,10,1,60,40.035,5789676,38,12,01:30.9,203.861,1
24836,1041,9/27/2020,Vettel,Ferrari,5,11,Budapest,11,11,11,0,60,40.81,5790451,43,7,01:30.4,204.99,1
24837,1041,9/27/2020,Raikkonen,Alfa,7,19,Indianapolis,12,12,12,0,60,41.476,5791117,54,9,01:30.5,204.755,1
24838,1041,9/27/2020,Magnussen,Haas,20,15,Singapore,13,13,13,0,60,49.585,5799226,37,8,01:30.5,204.881,1
24839,1041,9/27/2020,Latifi,Williams,6,18,Interlagos,14,14,14,0,60,54.449,5804090,39,13,01:31.4,202.816,1
24840,1041,9/27/2020,Kvyat,Alphatauri,26,13,Spa,15,15,15,0,60,55.588,5805229,41,16,01:32.2,200.975,1
24841,1041,9/27/2020,Norris,Mclaren,4,8,France,NaN,R,16,0,42,NaN,NaN,40,17,01:32.3,200.727,131
24842,1041,9/27/2020,Albon,Red_Bull,23,5,Istanbul,NaN,R,17,0,23,NaN,NaN,9,18,01:32.3,200.723,21
24843,1041,9/27/2020,Ocon,Renault,31,7,Montreal,NaN,R,18,0,22,NaN,NaN,21,19,01:33.2,198.873,6
24844,1041,9/27/2020,Bottas,Mercedes,77,1,Melbourn,NaN,R,19,0,18,NaN,NaN,8,15,01:31.9,201.697,131
24845,1041,9/27/2020,Russell,Williams,63,17,Shanghai,NaN,R,20,0,12,NaN,NaN,6,20,01:34.5,196.06,4
24846,1042,10/11/2020,Hamilton,Mercedes,44,1,Melbourn,1,1,1,26,66,29:56.8,5396828,63,1,01:18.7,212.708,1
24847,1042,10/11/2020,Bottas,Mercedes,77,2,Sepang,2,2,2,18,66,25.592,5422420,66,2,01:19.3,211.113,1
24848,1042,10/11/2020,Verstappen,Red_Bull,33,3,Bahrain,3,3,3,15,66,34.508,5431336,62,4,01:19.9,209.767,1
24849,1042,10/11/2020,Sirotkin,Ferrari,16,4,Catalunya,4,4,4,12,66,+1:05.312,5462140,66,7,01:20.4,208.322,1
24850,1042,10/11/2020,Hartley,Alphatauri,10,9,Silverstone,5,5,5,10,65,NaN,NaN,65,9,01:20.6,207.952,11
24851,1042,10/11/2020,Sainz,Mclaren,55,7,Montreal,6,6,6,8,65,NaN,NaN,65,6,01:20.3,208.685,11
24852,1042,10/11/2020,Perez,Racing_Point,11,5,Istanbul,7,7,7,6,65,NaN,NaN,49,11,01:20.8,207.306,11
